order,r,omega,omega_ratio,amplitude,amplitude_ratio
3,7.5,0.5387887908982844,1.0025617926718795,0.9732022762069612,0.09732022762069611
3,7.75,0.538882103158009,1.0027354252863068,1.0055579758335367,0.10055579758335367
3,8.0,0.5389784748360853,1.0029147507733385,1.0379053761571297,0.10379053761571297
3,8.25,0.5390779059325133,1.0030997691329742,1.0702442094582887,0.10702442094582887
3,8.5,0.5391803964472928,1.003290480365214,1.1025742080175638,0.11025742080175638
3,8.75,0.539285946380424,1.0034868844700582,1.1348951041155018,0.11348951041155017
3,9.0,0.5393945557319069,1.0036889814475065,1.1672066300326542,0.11672066300326542
3,9.25,0.5395062245017412,1.0038967712975588,1.1995085180495684,0.11995085180495683
3,9.5,0.5396209526899274,1.0041102540202156,1.2318005004467931,0.12318005004467932
3,9.75,0.5397387402964651,1.0043294296154763,1.2640823095048792,0.12640823095048792
3,10.0,0.5398595873213544,1.0045542980833413,1.296353677504373,0.1296353677504373
3,10.25,0.5399834937645953,1.0047848594238102,1.3286143367258254,0.13286143367258255
3,10.5,0.540110459626188,1.0050211136368838,1.3608640194497839,0.1360864019449784
3,10.75,0.5402404849061322,1.0052630607225612,1.393102457956799,0.1393102457956799
3,11.0,0.5403735696044281,1.005510700680843,1.4253293845274186,0.14253293845274187
3,11.25,0.5405097137210755,1.0057640335117286,1.457544531442192,0.1457544531442192
3,11.5,0.5406489172560747,1.0060230592152188,1.4897476309816682,0.14897476309816682
3,11.75,0.5407911802094254,1.006287777791313,1.5219384154263955,0.15219384154263954
3,12.0,0.5409365025811278,1.0065581892400115,1.5541166170569238,0.15541166170569237
3,12.25,0.5410848843711817,1.006834293561314,1.5862819681538016,0.15862819681538015
3,12.5,0.5412363255795873,1.0071160907552206,1.6184342009975774,0.16184342009975775
3,12.75,0.5413908262063446,1.0074035808217316,1.650573047868801,0.1650573047868801
3,13.0,0.5415483862514535,1.0076967637608467,1.6826982410480213,0.16826982410480212
3,13.25,0.541709005714914,1.007995639572566,1.714809512815786,0.17148095128157861
3,13.5,0.5418726845967262,1.0083002082568895,1.746906595452646,0.17469065954526458
3,13.75,0.54203942289689,1.0086104698138172,1.778989221239148,0.1778989221239148
3,14.0,0.5422092206154053,1.0089264242433489,1.8110571224558432,0.1811057122455843
3,14.25,0.5423820777522724,1.009248071545485,1.843110031383279,0.18431100313832788
3,14.5,0.5425579943074911,1.0095754117202251,1.875147680302005,0.1875147680302005
3,14.75,0.5427369702810614,1.0099084447675695,1.90716980149257,0.190716980149257
3,15.0,0.5429190056729832,1.0102471706875178,1.9391761272355228,0.1939176127235523
3,15.25,0.5431041004832567,1.0105915894800703,1.9711663898114122,0.19711663898114123
3,15.5,0.5432922547118819,1.0109417011452273,2.003140321500788,0.20031403215007879
3,15.75,0.5434834683588587,1.0112975056829885,2.035097654584199,0.20350976545841987
3,16.0,0.5436777414241872,1.0116590030933537,2.0670381213421924,0.20670381213421923
3,16.25,0.5438750739078673,1.012026193376323,2.0989614540553188,0.20989614540553186
3,16.5,0.544075465809899,1.0123990765318966,2.1308673850041275,0.21308673850041276
3,16.75,0.5442789171302823,1.0127776525600745,2.162755646469167,0.2162755646469167
3,17.0,0.5444854278690172,1.0131619214608563,2.1946259707309856,0.21946259707309856
3,17.25,0.5446949980261038,1.0135518832342423,2.226478090070133,0.22264780900701328
3,17.5,0.544907627601542,1.0139475378802325,2.2583117367671566,0.22583117367671565
3,17.75,0.5451233165953319,1.0143488853988272,2.2901266431026075,0.22901266431026074
3,18.0,0.5453420650074733,1.0147559257900256,2.3219225413570337,0.23219225413570338
3,18.25,0.5455638728379664,1.0151686590538285,2.353699163810985,0.2353699163810985
3,18.5,0.5457887400868111,1.0155870851902356,2.3854562427450086,0.23854562427450085
3,18.75,0.5460166667540075,1.0160112041992466,2.4171935104396534,0.24171935104396533
3,19.0,0.5462476528395555,1.016441016080862,2.448910699175471,0.2448910699175471
3,19.25,0.5464816983434551,1.0168765208350814,2.4806075412330078,0.24806075412330078
3,19.5,0.5467188032657063,1.0173177184619053,2.5122837688928144,0.25122837688928146
3,19.75,0.5469589676063091,1.017764608961333,2.543939114435438,0.2543939114435438
3,20.0,0.5472021913652636,1.018217192333365,2.5755733101414275,0.25755733101414274
3,20.25,0.5474484745425697,1.0186754685780013,2.6071860882913356,0.26071860882913356
3,20.5,0.5476978171382275,1.0191394376952416,2.6387771811657066,0.2638777181165707
3,20.75,0.5479502191522369,1.0196090996850862,2.670346321045092,0.26703463210450923
3,21.0,0.5482056805845978,1.020084454547535,2.7018932402100395,0.27018932402100393
3,21.25,0.5484642014353105,1.020565502282588,2.7334176709410993,0.27334176709410996
3,21.5,0.5487257817043748,1.021052242890245,2.764919345518819,0.27649193455188187
3,21.75,0.5489904213917907,1.0215446763705063,2.7963979962237495,0.27963979962237495
3,22.0,0.5492581204975582,1.0220428027233717,2.827853355336437,0.2827853355336437
3,22.25,0.5495288790216774,1.0225466219488413,2.8592851551374325,0.28592851551374326
3,22.5,0.5498026969641482,1.023056134046915,2.8906931279072845,0.28906931279072845
3,22.75,0.5500795743249706,1.0235713390175931,2.9220770059265426,0.2922077005926543
3,23.0,0.5503595111041446,1.0240922368608754,2.953436521475754,0.2953436521475754
3,23.25,0.5506425073016703,1.0246188275767616,2.9847714068354696,0.29847714068354697
3,23.5,0.5509285629175475,1.025151111165252,3.016081394286236,0.3016081394286236
3,23.75,0.5512176779517765,1.0256890876263467,3.047366216108604,0.3047366216108604
3,24.0,0.551509852404357,1.0262327569600456,3.078625604583123,0.3078625604583123
