order,r,omega,omega_ratio,tilt_deg
3,8.795262531584761,159.37865392044088,1.0005061668881443,7.609545665970957
3,8.833669791548013,159.3793596622349,1.0005105972117778,7.642907171447931
3,8.872077051511265,159.38006847915653,1.0005150468396535,7.676270420730732
3,8.910484311474518,159.38078037120582,1.000519515771772,7.70963542179005
3,8.948891571437771,159.38149533838273,1.0005240040081325,7.743002182601771
3,8.987298831401024,159.3822133806873,1.0005285115487355,7.77637071114702
3,9.025706091364276,159.38293449811948,1.0005330383935809,7.809741015412163
3,9.064113351327528,159.38365869067934,1.0005375845426687,7.843113103388845
3,9.10252061129078,159.38438595836683,1.000542149995999,7.876486983074023
3,9.140927871254032,159.38511630118197,1.0005467347535717,7.909862662469975
3,9.179335131217284,159.38584971912474,1.0005513388153866,7.943240149584334
3,9.217742391180536,159.38658621219517,1.0005559621814442,7.976619452430122
3,9.256149651143788,159.38732578039324,1.0005606048517441,8.010000579025764
3,9.29455691110704,159.38806842371892,1.0005652668262863,8.04338353739511
3,9.332964171070293,159.38881414217227,1.0005699481050712,8.076768335567477
3,9.371371431033545,159.38956293575328,1.0005746486880984,8.110154981577667
3,9.409778690996797,159.3903148044619,1.000579368575368,8.143543483465988
3,9.448185950960049,159.39106974829818,1.0005841077668798,8.176933849278294
3,9.486593210923301,159.3918277672621,1.0005888662626343,8.21032608706599
3,9.525000470886555,159.39258886135366,1.000593644062631,8.243720204886081
3,9.563407730849807,159.39335303057285,1.0005984411668702,8.277116210801177
3,9.60181499081306,159.39412027491971,1.0006032575753518,8.310514112879542
3,9.640222250776311,159.39489059439418,1.0006080932880757,8.343913919195096
3,9.678629510739563,159.39566398899632,1.000612948305042,8.377315637827465
3,9.717036770702816,159.3964404587261,1.000617822626251,8.410719276861991
3,9.755444030666068,159.39722000358353,1.0006227162517023,8.444124844389759
3,9.79385129062932,159.39800262356857,1.000627629181396,8.477532348507635
3,9.832258550592572,159.39878831868128,1.0006325614153322,8.510941797318283
3,9.870665810555824,159.39957708892163,1.0006375129535106,8.544353198930192
3,9.909073070519076,159.40036893428962,1.0006424837959316,8.577766561457711
3,9.947480330482328,159.40116385478524,1.0006474739425948,8.611181893021064
3,9.98588759044558,159.40196185040853,1.0006524833935007,8.64459920174638
3,10.024294850408833,159.40276292115942,1.0006575121486485,8.678018495765734
3,10.062702110372085,159.40356706703798,1.0006625602080392,8.711439783217143
3,10.101109370335339,159.40437428804418,1.0006676275716722,8.74486307224464
3,10.13951663029859,159.40518458417804,1.0006727142395475,8.778288370998236
3,10.177923890261843,159.40599795543952,1.0006778202116653,8.811715687634019
3,10.216331150225095,159.40681440182865,1.0006829454880255,8.845145030314121
3,10.254738410188347,159.40763392334543,1.0006880900686281,8.87857640720679
3,10.293145670151599,159.40845651998984,1.0006932539534732,8.912009826486377
3,10.331552930114851,159.4092821917619,1.0006984371425605,8.945445296333402
3,10.369960190078103,159.4101109386616,1.0007036396358904,8.978882824934548
3,10.408367450041355,159.41094276068893,1.0007088614334625,9.01232242048271
3,10.446774710004608,159.4117776578439,1.0007141025352773,9.045764091177023
3,10.48518196996786,159.41261563012654,1.0007193629413342,9.079207845222863
3,10.523589229931112,159.41345667753683,1.0007246426516339,9.112653690831902
3,10.561996489894364,159.41430080007473,1.0007299416661757,9.146101636222138
3,10.600403749857616,159.4151479977403,1.00073525998496,9.179551689617899
3,10.638811009820868,159.4159982705335,1.0007405976079868,9.213003859249877
3,10.677218269784122,159.41685161845433,1.000745954535256,9.246458153355178
3,10.715625529747374,159.4177080415028,1.0007513307667673,9.279914580177323
3,10.754032789710626,159.41856753967895,1.0007567263025214,9.313373147966288
3,10.792440049673878,159.4194301129827,1.0007621411425176,9.346833864978525
